Ruta,Etiqueta Real,Predicci√≥n,Carpeta
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-05142342.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2024-05181602.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2024-01181532.jpg,7,8,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09231742.jpg,1,0,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01201902.jpg,5,6,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2024-01240712.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01091632.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01081722.jpg,6,7,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2025-09291912.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_4\2025-09160622.jpg,4,3,imagenes_oscura_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01230412.jpg,6,7,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01092012.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-10091242.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_1\2025-09021952.jpg,1,2,imagenes_oscura_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-10091532.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2024-05240922.jpg,3,1,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2024-05142242.jpg,7,5,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01091322.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2024-05170222.jpg,7,5,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01061432.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2025-09180852.jpg,4,3,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09231042.jpg,1,0,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_0\2024-01211432.jpg,0,1,imagenes_clara_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_5\2024-01160432.jpg,5,4,imagenes_oscura_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01102152.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01131712.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01260742.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-10091922.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2025-09190542.jpg,7,5,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2024-01151952.jpg,3,2,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-10011312.jpg,6,7,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_0\2025-10040922.jpg,0,1,imagenes_clara_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09171052.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_0\2025-09171852.jpg,0,1,imagenes_clara_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-10061142.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09031452.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09211722.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2025-09230302.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09171032.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09171442.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2024-01071032.jpg,4,5,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-05151502.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09021732.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-10091332.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2025-10070802.jpg,7,5,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01082032.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01251342.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2024-05140902.jpg,3,2,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09031612.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01111412.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2025-10022112.jpg,3,4,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01131252.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01240532.jpg,6,4,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-10071902.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2024-01220732.jpg,3,2,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09241652.jpg,6,4,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01061052.jpg,5,6,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01121442.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2025-09200642.jpg,6,3,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01021312.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2025-10090942.jpg,3,2,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_2\2024-01020012.jpg,2,3,imagenes_oscura_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2024-05131552.jpg,3,4,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09181032.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2024-01220812.jpg,1,3,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01151002.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_0\2025-10102112.jpg,0,1,imagenes_oscura_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09021502.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01011002.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2025-10022122.jpg,3,4,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01251122.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2024-01211832.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_0\2025-10012102.jpg,0,1,imagenes_oscura_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2024-05141352.jpg,4,5,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_8\2024-01150022.jpg,8,7,imagenes_oscura_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2024-05201502.jpg,7,5,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2025-09241322.jpg,4,3,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01011942.jpg,6,7,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01171502.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_7\2025-10100552.jpg,7,5,imagenes_oscura_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_2\2024-01151822.jpg,2,3,imagenes_clara_octa_2
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_7\2024-05131012.jpg,7,8,imagenes_clara_octa_7
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01170432.jpg,6,3,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-05130552.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-05151522.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2024-01212102.jpg,3,4,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09221212.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2025-09241722.jpg,3,4,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_5\2024-01210622.jpg,5,4,imagenes_clara_octa_5
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_1\2025-09060822.jpg,1,2,imagenes_clara_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2024-01141642.jpg,6,4,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_0\2025-09051102.jpg,0,1,imagenes_clara_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_4\2024-05240852.jpg,4,3,imagenes_oscura_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01010022.jpg,6,7,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_0\2024-01192312.jpg,0,1,imagenes_oscura_octa_0
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_4\2025-09071832.jpg,4,3,imagenes_clara_octa_4
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_1\2024-01100522.jpg,1,2,imagenes_oscura_octa_1
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_3\2025-09230312.jpg,3,4,imagenes_oscura_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-01142252.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_8\2024-01130312.jpg,8,7,imagenes_oscura_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_3\2025-09081442.jpg,3,4,imagenes_clara_octa_3
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_6\2025-09080902.jpg,6,5,imagenes_clara_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_clara_octa_8\2024-01030942.jpg,8,7,imagenes_clara_octa_8
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-05272242.jpg,6,5,imagenes_oscura_octa_6
C:\Users\Florencia\Desktop\ProyectoNubes\04.Imagenes_validacion_manual - copia\imagenes_oscura_octa_6\2024-05290852.jpg,6,8,imagenes_oscura_octa_6
